ID,Age,Sex,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
3956,62,B,36,58,94501,1,0.8,2,0,0,0,0,0,0
3957,62,B,37,45,90033,3,0.5,2,200,0,0,1,1,0
3958,40,A,15,75,95449,4,1.1,2,0,0,0,1,0,0
3959,59,A,34,23,90009,4,0.4,2,78,0,0,0,0,0
3960,43,A,19,123,91107,3,1.3,1,0,0,0,1,0,1
3961,62,A,37,48,92028,3,2.2,1,0,0,0,0,0,0
3962,48,A,22,145,95482,1,0.3,1,140,0,0,1,0,0
3963,29,A,5,31,93014,1,1,3,0,0,0,0,0,0
3964,58,A,32,38,93106,3,2.2,3,0,0,0,1,0,0
3965,43,A,18,78,94025,4,1.9,3,0,0,0,0,0,0
3966,39,B,15,94,91941,2,1.9,1,0,0,0,1,0,0
3967,33,A,7,84,95051,1,2.9,3,0,0,0,1,0,0
3968,40,A,15,22,94306,1,0.6,3,0,0,0,1,0,0
3969,28,B,3,78,93108,4,0.2,1,0,0,0,1,1,0
3970,38,A,11,75,94305,3,2.33,2,0,0,0,1,0,0
3971,65,B,40,71,95060,3,2.2,1,0,0,0,0,1,0
3972,35,A,11,24,95616,1,0.5,3,0,0,0,1,1,0
3973,29,A,5,112,94998,2,4.33,1,0,0,0,1,1,0
3974,61,A,35,53,90064,1,2.8,2,167,0,0,1,0,0
3975,46,B,21,41,94305,1,0.5,3,0,0,0,0,0,0
3976,50,B,23,25,91330,1,0.5,2,0,0,0,1,0,0
3977,60,B,33,42,90277,4,2.5,2,194,0,0,1,0,0
3978,54,B,27,51,94309,3,1,2,113,1,1,1,1,0
3979,43,A,18,19,92325,2,0.3,2,0,0,0,1,0,0
3980,38,A,14,90,93010,2,0,1,258,1,1,1,1,0
3981,46,B,22,89,92866,4,1.4,2,0,0,0,1,0,0
3982,64,A,39,22,92691,3,0.5,1,0,1,1,1,1,0
3983,24,B,0,119,94566,1,1.5,1,0,0,0,1,0,0
3984,39,A,13,93,93555,4,3.6,3,0,0,0,1,0,1
3985,34,B,8,18,95741,4,0.3,1,0,0,0,0,0,0
3986,65,B,40,32,90095,1,1.1,3,120,0,0,1,0,0
3987,38,B,14,182,92152,3,2.6,3,0,0,1,1,1,1
3988,62,A,36,19,95833,2,0.2,3,0,0,0,1,1,0
3989,59,B,35,85,91330,1,3.4,3,0,0,1,0,1,1
3990,49,B,25,90,92709,4,1.4,2,0,1,0,1,0,0
3991,57,A,32,59,95014,2,3.7,1,134,0,0,1,0,0
3992,64,B,38,84,94571,1,2,1,0,0,0,0,0,0
3993,47,B,22,95,93311,2,3.9,2,0,0,0,0,0,1
3994,30,B,6,13,93555,3,0.9,3,0,0,0,1,0,0
3995,42,B,18,88,92675,4,0.8,1,0,0,0,1,1,0
3996,53,A,28,34,92697,2,0.6,3,0,0,0,1,1,0
3997,50,B,24,11,94501,4,0.6,3,0,0,0,0,1,0
3998,62,A,38,80,94545,4,1.7,2,0,0,0,0,0,0
3999,34,B,10,41,94102,1,1.33,1,0,0,0,0,1,0
4000,47,B,21,90,90245,2,0.8,3,0,0,0,0,0,0
4001,62,A,37,93,93003,3,3,3,0,0,1,1,1,1
4002,61,A,35,81,94709,4,1.9,2,0,0,0,0,0,0
4003,59,B,34,60,94015,2,2.8,1,0,0,0,1,0,0
4004,47,A,21,39,92612,3,0.6,2,0,0,0,1,1,0
4005,65,B,39,22,92507,3,0.7,2,0,0,0,0,0,0
4006,56,B,32,32,95827,2,0.8,1,79,1,0,1,0,0
4007,56,B,32,28,92130,1,1.2,3,0,0,0,1,0,0
4008,31,A,7,35,91745,2,1,2,0,0,0,0,1,0
4009,61,A,31,154,94555,3,7.5,3,351,0,1,1,1,1
4010,42,B,18,189,91605,2,7.6,1,0,0,0,1,0,0
4011,44,A,19,40,94618,4,1.9,3,84,0,0,0,0,0
4012,47,B,21,88,94304,2,1.7,2,0,0,0,1,0,0
4013,30,B,6,124,91320,2,0.6,1,0,0,0,1,0,0
4014,62,A,38,23,91304,2,0.3,3,0,0,0,0,0,0
4015,56,A,32,23,94720,4,0.7,1,0,0,0,1,1,0
4016,25,A,-1,139,93106,2,2,1,0,0,0,0,1,0
4017,53,B,28,173,91614,4,2.7,1,427,0,0,1,0,1
4018,26,A,0,42,92009,4,1.3,3,153,0,0,1,0,0
4019,59,A,35,161,94301,1,2.9,1,160,0,0,0,1,0
4020,62,B,36,28,95020,3,0.7,2,0,0,0,1,0,0
4021,58,A,32,191,93943,4,5.2,3,194,0,0,0,1,1
4022,40,A,14,42,90638,2,0.3,1,106,0,0,0,1,0
4023,35,A,5,81,94234,4,4,3,0,0,0,1,0,0
4024,51,B,25,175,90089,3,0.7,1,312,0,0,0,0,1
4025,41,B,15,82,94720,3,0.1,1,0,0,0,1,0,0
4026,51,A,27,53,94114,1,1.8,3,0,0,0,0,1,0
4027,27,A,1,142,92038,3,5.5,1,0,0,0,0,0,1
4028,46,A,21,42,93727,4,1.9,3,0,0,0,1,0,0
4029,46,A,20,64,94117,4,2.9,1,189,0,0,0,0,0
4030,31,B,5,90,94301,2,1.3,1,0,1,0,1,0,0
4031,58,A,32,44,92354,1,0.8,2,0,0,0,0,0,0
4032,42,A,18,29,91320,1,0.3,3,0,0,0,1,0,0
4033,59,B,35,93,94301,2,1.6,1,0,0,0,0,1,0
4034,54,A,24,69,93117,3,1.4,3,132,0,0,1,0,0
4035,35,B,11,82,94022,2,1.7,2,0,0,0,1,1,0
4036,34,A,9,180,93955,2,6.5,3,0,0,1,1,0,1
4037,46,A,21,13,93117,2,0.7,3,0,0,0,1,0,0
4038,52,A,28,72,91335,1,0,1,178,0,0,0,0,0
4039,55,B,30,54,91367,3,1.7,1,0,0,0,1,0,0
4040,34,B,9,104,92152,1,4.6,1,0,0,0,1,1,0
4041,57,B,32,44,90266,2,1.9,2,157,0,0,0,0,0
4042,45,A,19,40,95060,1,0.2,1,0,1,1,1,1,0
4043,29,A,3,190,92612,2,4.5,1,246,0,0,1,1,0
4044,49,A,23,64,94588,4,2.6,1,0,0,0,1,1,0
4045,36,A,11,9,90266,2,0.3,2,99,1,0,0,0,0
4046,57,B,31,38,94720,4,0.7,2,0,0,0,1,0,0
4047,25,B,0,72,94303,3,2.6,3,0,0,0,1,0,0
4048,43,B,17,82,94114,1,5.2,1,79,0,0,1,0,0
4049,27,B,2,48,90049,2,1.6,3,119,1,0,1,0,0
4050,54,A,28,82,94122,4,2.6,3,294,0,0,0,0,0
4051,53,B,26,14,94590,2,1,2,83,0,0,0,0,0
4052,55,B,29,162,93105,1,2.9,1,0,0,0,1,1,0
4053,43,A,19,54,94608,2,1.7,1,0,0,0,1,0,0
4054,35,B,11,90,94720,2,0,1,0,0,0,0,0,0
4055,59,B,34,64,94116,4,1.7,1,0,0,0,0,0,0
4056,42,A,18,65,93460,3,2.1,3,0,0,0,1,1,0
4057,51,B,25,113,91320,2,6.3,1,0,0,0,0,0,0
4058,57,A,32,38,90740,2,2.1,3,0,0,0,0,0,0
4059,39,A,15,65,92037,1,1.5,3,0,0,0,0,0,0
4060,53,B,27,39,91330,4,1.5,3,0,0,0,1,0,0
4061,31,A,6,174,93023,2,6.7,1,0,0,0,1,1,0
4062,33,B,3,59,91040,2,1.75,3,0,0,0,1,0,0
4063,38,A,14,43,95053,2,1.7,1,0,0,0,1,0,0
4064,47,B,21,24,94108,2,0.1,3,0,0,0,0,1,0
4065,63,B,39,50,94402,1,0,2,166,0,0,0,0,0
4066,44,B,19,68,94305,1,3.7,3,0,0,0,1,0,0
4067,61,B,37,61,94122,3,2,3,0,0,0,1,0,0
4068,52,B,28,21,94025,4,0.5,2,0,0,0,1,0,0
4069,59,B,34,21,95035,2,0.5,2,0,0,0,1,0,0
4070,56,A,32,31,94596,4,1.3,1,0,0,0,0,0,0
4071,58,B,33,70,94720,4,0.7,1,0,1,0,0,0,0
4072,30,A,6,25,94304,3,1,2,135,0,0,0,1,0
4073,42,B,17,78,92521,1,1,3,0,0,0,1,0,0
4074,51,B,27,19,92120,1,0.2,1,0,0,0,0,0,0
4075,60,B,35,23,94608,1,0.3,3,0,0,0,1,0,0
4076,30,A,4,40,90601,4,0.8,1,0,0,0,1,0,0
4077,49,B,23,22,92220,1,0.3,3,0,0,0,0,0,0
4078,26,B,0,71,92093,4,1.8,2,0,1,0,1,0,0
4079,36,A,12,58,91320,1,3.6,2,0,0,0,0,0,0
4080,65,B,40,75,90036,3,2.2,1,0,0,0,1,0,0
4081,27,B,0,40,90068,1,2,2,110,0,0,0,1,0
4082,60,B,35,155,92521,1,1.5,3,0,0,0,0,1,1
4083,32,B,6,83,90036,4,2.2,2,0,0,0,0,0,0
4084,46,A,20,99,94302,3,1.1,1,0,0,0,0,0,0
4085,60,A,36,59,94124,1,0,2,0,1,0,0,0,0
4086,28,B,2,53,94609,3,2.4,2,0,0,0,1,0,0
4087,50,B,26,11,93106,4,0.2,1,0,1,0,0,0,0
4088,52,A,28,179,94583,4,4.2,3,0,0,0,0,0,1
4089,29,A,-1,71,94801,2,1.75,3,0,0,0,0,0,0
4090,30,B,4,85,94234,4,2.1,3,0,0,0,1,0,0
4091,42,B,18,49,92717,3,2.1,3,0,1,0,1,0,0
4092,32,B,6,122,94025,2,1.3,1,0,0,0,1,1,0
4093,40,B,15,171,94539,2,3.3,1,0,0,0,1,0,0
4094,49,A,24,138,93111,2,2.2,2,0,0,0,1,0,1
4095,53,B,23,8,95616,4,0.4,3,0,1,0,1,0,0
4096,42,B,17,59,94105,4,0.4,1,0,0,0,1,0,0
4097,38,B,14,49,90740,3,2.8,1,0,0,0,0,0,0
4098,60,B,34,92,95670,2,2,1,0,0,0,0,0,0
4099,27,A,3,75,90032,4,0,1,0,0,0,0,0,0
4100,61,A,35,60,92831,1,2.8,2,0,0,0,1,1,0
4101,27,B,2,41,90254,2,1.7,2,0,0,0,1,0,0
4102,45,A,21,40,93460,3,0.6,2,0,0,0,1,1,0
4103,41,B,16,81,94305,2,0.4,1,146,0,0,1,1,0
4104,44,A,20,52,94143,1,0.8,3,196,0,0,0,1,0
4105,38,A,14,25,95616,4,1,1,0,0,0,0,0,0
4106,39,B,15,139,91801,1,3.4,1,353,0,0,1,0,0
4107,48,B,22,54,93106,1,1.2,2,0,0,0,0,0,0
4108,47,A,22,81,94123,1,2.9,1,0,0,0,0,1,0
4109,64,B,39,73,94025,3,2.2,1,0,1,0,0,1,0
4110,27,A,0,30,93107,4,1,3,0,0,0,1,1,0
4111,66,A,41,59,95617,3,2.4,1,0,0,0,0,0,0
4112,43,A,17,21,95351,3,1.5,1,0,0,0,0,0,0
4113,34,A,9,65,95014,3,0.7,2,104,0,0,1,0,0
4114,28,A,2,41,93118,3,1.1,2,161,0,0,1,0,0
4115,52,A,28,52,92126,4,0.1,3,121,0,0,0,0,0
4116,45,B,20,84,94131,4,1.1,2,180,0,0,1,0,0
4117,24,B,-2,135,90065,2,7.2,1,0,0,0,1,0,0
4118,39,B,14,18,92037,4,0.2,3,0,1,0,0,0,0
4119,40,B,16,34,93561,1,0.7,1,0,0,0,1,1,0
4120,30,A,5,85,92624,4,1.8,3,0,0,0,1,0,0
4121,49,A,23,23,94080,1,1.4,3,0,0,0,0,0,0
4122,53,A,27,65,91711,4,2.8,2,0,0,0,0,1,0
4123,56,A,30,195,90089,1,2.9,1,0,0,0,0,0,0
4124,50,A,24,40,93460,4,2.6,1,89,0,0,1,0,0
4125,53,B,29,141,90064,2,0.2,3,0,0,0,0,0,1
4126,60,B,34,95,94104,2,0.7,2,322,0,0,1,1,0
4127,58,B,33,23,90095,3,1.3,2,131,0,0,0,0,0
4128,43,B,19,82,95758,2,1.8,2,0,0,0,1,1,0
4129,46,A,21,53,93555,4,1.9,3,0,0,0,0,0,0
4130,29,B,3,10,91320,4,0.4,1,87,0,0,1,1,0
4131,56,B,30,75,91910,1,1.9,2,125,0,0,1,0,0
4132,48,B,23,23,94534,4,0.4,2,122,0,0,0,0,0
4133,61,B,36,133,90266,1,2.6,1,0,0,0,1,0,0
4134,41,B,17,129,94720,1,3.4,1,0,0,0,0,1,0
4135,35,B,11,85,92154,4,0.1,2,131,0,0,0,0,0
4136,48,A,23,168,95929,2,2.8,1,308,0,0,1,0,0
4137,43,B,19,83,92691,4,2,3,0,0,0,1,0,0
4138,37,A,12,52,93943,2,1.1,2,0,0,0,1,0,0
4139,47,B,22,114,95819,1,0.6,1,0,1,1,1,1,0
4140,29,A,3,81,95827,1,2.9,3,0,0,0,0,0,0
4141,63,B,38,32,94015,1,1.5,2,0,0,0,0,0,0
4142,43,A,19,63,94118,3,2.1,3,0,0,0,0,0,0
4143,57,A,32,70,90024,3,1.6,3,0,0,0,0,0,0
4144,55,A,31,20,94720,2,0.3,1,0,0,0,1,0,0
4145,47,A,23,138,91367,2,3.3,1,0,0,0,1,1,0
4146,58,A,34,63,94305,4,1.6,2,0,0,0,0,0,0
4147,53,B,28,85,95814,1,1.3,3,118,0,0,1,0,0
4148,59,B,35,180,96008,2,6.5,2,0,1,1,1,1,1
4149,46,B,22,80,95747,4,2,3,0,0,0,1,0,0
4150,41,B,15,53,93106,1,0.7,3,0,0,0,1,0,0
4151,46,A,20,72,92009,2,1.7,2,75,0,0,1,0,0
4152,44,B,18,123,95841,3,5.9,1,0,0,1,1,1,1
4153,44,A,18,91,91361,2,0.8,3,0,0,0,1,0,0
4154,50,B,26,148,94608,2,6.8,1,0,0,0,1,0,0
4155,51,B,25,163,94305,2,1.3,3,0,0,0,1,0,1
4156,55,B,30,28,90291,4,0.1,3,149,0,0,1,1,0
4157,37,A,12,193,92780,1,8.6,1,0,0,0,0,0,0
4158,34,A,10,22,94545,3,0.9,3,0,0,0,1,0,0
4159,59,A,34,74,92780,4,0.7,1,0,0,0,1,1,0
4160,45,B,20,70,94305,4,1.9,3,0,0,0,1,1,0
4161,30,A,4,11,95054,1,0.1,2,0,0,0,1,1,0
4162,32,A,8,61,94703,3,2.6,2,0,0,0,0,0,0
4163,61,A,37,41,94704,1,0.8,1,0,0,0,1,1,0
4164,54,A,28,108,94110,4,1.9,2,0,0,0,1,0,1
4165,35,A,10,23,90058,4,1.1,3,0,0,0,0,1,0
4166,63,A,38,135,91768,2,3.8,3,183,0,0,0,0,1
4167,66,B,40,30,95133,2,0.7,3,86,0,0,0,0,0
4168,48,B,24,144,94025,4,3.5,2,0,0,0,0,0,1
4169,60,B,34,139,95020,4,0.4,1,0,0,0,1,0,1
4170,41,A,17,143,90059,2,2.7,3,209,0,0,1,0,1
4171,31,B,7,44,93561,1,1.2,1,0,0,0,1,1,0
4172,58,A,31,49,94521,4,2.5,2,0,0,0,1,0,0
4173,67,A,42,75,90041,4,0.1,2,182,0,0,1,0,0
4174,35,B,9,43,93943,2,0.3,1,0,0,0,1,0,0
4175,40,A,14,59,91335,3,0.5,3,0,0,0,1,0,0
4176,42,A,17,154,93955,3,4.9,1,0,0,1,1,1,1
4177,44,B,18,75,95131,1,0.7,3,0,0,0,0,1,0
4178,47,A,23,75,93106,1,2.6,2,0,0,0,0,1,0
4179,59,B,35,88,91311,2,1.6,1,278,0,0,0,0,0
4180,29,A,3,91,94122,1,3.4,3,0,0,0,0,0,1
4181,36,A,6,11,92008,1,0.67,3,0,1,1,1,1,0
4182,47,A,22,22,90024,1,0.4,3,0,0,0,1,0,0
4183,55,B,29,49,92691,2,0.8,3,220,0,0,0,1,0
4184,41,B,17,140,94542,1,3.5,1,342,0,0,0,0,0
4185,51,B,25,99,90277,2,2.4,2,0,0,0,0,0,0
4186,26,A,2,82,91950,2,2.5,1,199,0,0,0,0,0
4187,33,B,9,10,90005,4,1,1,81,0,0,0,1,0
4188,30,B,5,109,94305,4,2.2,2,103,0,0,0,1,0
4189,30,B,4,45,90041,4,1.3,3,0,0,0,0,0,0
4190,45,B,19,93,91116,2,1.7,2,0,0,0,0,0,0
4191,40,A,16,89,95814,3,3.9,2,216,1,1,1,0,1
4192,42,B,15,39,91711,3,1,2,132,0,0,0,0,0
4193,50,A,26,21,91768,1,0.2,1,89,0,0,1,0,0
4194,62,B,37,31,95008,3,0.2,1,0,0,0,1,0,0
4195,63,B,37,31,95819,1,0.5,3,0,0,0,1,0,0
4196,43,B,19,52,95054,4,2.2,2,0,0,0,0,0,0
4197,49,A,25,13,95814,1,0.9,3,0,0,0,1,0,0
4198,51,B,25,21,90840,2,0.4,3,76,1,0,1,0,0
4199,61,B,36,50,96003,4,1.7,1,189,0,0,1,0,0
4200,43,B,19,81,90630,4,0.2,3,0,0,0,0,1,0
4201,43,B,19,74,94035,4,1.9,1,0,0,0,0,1,0
4202,61,B,36,89,93109,3,0.5,1,0,0,0,1,0,0
4203,35,B,9,82,95064,3,0.9,2,0,0,0,1,0,0
4204,59,A,33,88,93106,4,1.9,2,0,0,0,0,0,0
4205,40,A,16,61,91711,3,2.1,3,0,0,0,0,0,0
4206,61,A,36,139,95133,2,3.9,1,0,0,0,0,0,0
4207,48,B,23,29,93711,1,1.3,2,0,0,0,0,0,0
4208,37,A,11,51,93305,3,2.1,1,0,0,0,1,1,0
4209,56,A,32,58,95064,1,1.8,3,241,0,0,1,0,0
4210,35,A,9,21,91125,2,1.4,3,125,0,0,1,0,0
4211,35,A,8,43,95819,2,1.67,2,0,0,0,0,0,0
4212,40,B,16,104,94301,2,1.8,2,0,0,0,0,0,0
4213,50,A,23,9,94109,1,0.5,2,98,0,0,1,0,0
4214,49,B,25,39,91125,3,1.9,2,0,0,0,0,0,0
4215,46,B,22,89,94303,1,2.7,1,0,1,1,1,1,0
4216,64,A,40,21,94028,2,0.3,3,0,0,0,0,0,0
4217,60,A,35,173,90059,3,3.1,3,0,0,0,1,0,1
4218,45,B,21,29,95051,1,0.3,3,105,0,0,1,1,0
4219,52,A,27,43,94005,4,0.2,2,0,0,0,0,1,0
4220,58,B,34,30,90066,3,0.4,2,0,0,0,0,0,0
4221,54,A,30,39,94806,4,0.1,3,0,1,0,1,0,0
4222,48,A,22,83,90028,2,0.4,3,248,0,0,1,0,0
4223,51,A,25,58,93106,3,0.7,2,223,0,0,0,0,0
4224,53,A,26,8,94709,1,0.5,2,0,0,0,0,1,0
4225,57,B,27,39,95929,3,1,3,0,1,0,0,1,0
4226,43,A,18,204,91902,2,8.8,1,0,0,0,1,0,0
4227,37,A,13,45,94591,1,1.8,1,0,0,0,0,0,0
4228,32,B,7,111,90277,1,3.8,1,0,1,0,0,0,0
4229,34,B,10,83,95060,2,2,2,148,0,0,0,0,0
4230,54,B,24,83,94596,1,3,3,0,0,0,0,0,0
4231,62,B,36,115,92093,2,2.8,1,202,0,0,1,1,0
4232,56,B,32,60,93106,1,1.8,3,227,0,0,1,0,0
4233,39,A,15,53,94116,1,1.8,1,0,0,0,0,0,0
4234,32,B,7,134,95929,2,3.3,1,0,0,0,1,0,0
4235,50,A,24,91,93555,1,0.8,3,0,0,0,1,0,0
4236,27,A,1,91,92173,2,0.2,1,0,0,0,1,0,0
4237,37,B,12,128,91342,2,3.9,1,0,0,0,1,1,0
4238,60,A,34,78,90401,3,4.4,1,0,1,0,0,0,0
4239,43,B,19,161,92093,2,7.6,1,464,0,0,1,0,0
4240,62,B,36,60,92182,3,2.2,3,0,0,0,1,0,0
4241,39,B,14,161,95064,1,4.1,1,509,1,0,0,0,0
4242,34,A,9,40,95054,4,2,2,0,0,0,1,1,0
4243,46,B,21,68,94720,1,0.2,2,0,0,0,1,0,0
4244,46,B,22,74,94550,3,0.7,1,0,0,0,1,0,0
4245,51,A,26,55,92121,3,2,2,93,0,0,1,0,0
4246,44,A,20,145,90630,1,3.5,1,0,0,0,0,1,0
4247,60,A,35,24,94920,1,1.5,2,0,0,0,0,0,0
4248,65,A,39,10,90210,1,0.8,2,0,0,0,1,0,0
4249,58,B,33,138,90720,2,3.9,1,0,1,0,1,0,0
4250,37,B,12,63,91942,4,2.1,3,0,0,0,1,0,0
4251,52,B,28,54,90041,4,0.1,3,0,0,0,0,1,0
4252,42,A,16,62,95064,3,0.9,3,0,0,0,1,0,0
4253,54,B,29,81,91107,1,0.1,3,0,0,0,0,0,0
4254,54,A,28,61,90601,3,3,2,0,0,0,1,1,0
4255,51,B,27,68,91711,1,1.6,3,0,0,0,1,0,0
4256,59,B,35,78,90095,2,2.8,1,0,0,0,1,0,0
4257,41,B,17,165,91311,2,7.6,1,157,0,0,0,0,0
4258,43,A,17,48,95762,3,2.2,2,0,0,0,0,1,0
4259,52,A,26,155,92660,3,7.2,2,0,0,0,1,0,1
4260,52,A,26,158,94920,2,3.7,3,251,0,0,0,1,1
4261,57,A,31,52,94105,1,1.4,1,0,0,0,1,0,0
4262,53,B,28,18,92507,4,0.8,1,0,0,0,0,0,0
4263,58,A,33,42,92093,4,1.7,1,0,0,0,0,0,0
4264,59,A,33,18,94542,2,0.2,3,0,0,0,0,0,0
4265,57,B,31,40,94304,2,0.3,1,0,1,1,1,1,0
4266,27,B,2,44,93943,4,0.6,2,0,1,1,1,0,0
4267,42,A,16,11,94015,1,0.2,1,87,0,0,0,1,0
4268,52,A,26,194,91902,2,5.7,2,0,0,0,1,0,1
4269,49,B,23,108,95616,2,2.4,2,0,0,0,1,0,0
4270,47,A,23,12,92518,4,0.5,2,0,0,0,0,0,0
4271,45,A,19,19,93117,3,1.5,1,94,0,0,1,1,0
4272,25,B,1,150,92507,1,6.33,1,0,0,0,0,0,0
4273,47,A,22,89,92647,4,1.9,3,0,0,0,1,0,0
4274,44,A,19,83,95812,2,3.8,3,0,1,0,0,1,0
4275,30,A,3,79,91380,4,2,2,0,0,0,1,0,0
4276,63,B,38,102,95616,4,3.4,2,0,0,0,0,0,0
4277,50,B,24,155,92717,1,7.3,1,0,0,0,1,1,0
4278,40,A,16,138,92612,1,3.5,1,0,0,0,1,0,0
4279,56,A,31,51,92028,3,1.7,1,0,0,0,1,1,0
4280,39,B,15,80,94608,2,1.8,2,86,0,0,1,1,0
4281,42,B,18,135,95136,2,3.3,1,0,1,1,1,1,0
4282,28,A,1,34,94949,4,1.5,2,162,0,0,0,1,0
4283,26,A,0,195,92093,3,6.33,3,0,1,1,1,0,1
4284,58,B,32,62,91320,3,2.2,3,217,0,1,1,1,0
4285,38,B,13,173,94305,2,3.3,1,243,0,0,0,0,0
4286,23,B,-3,149,93555,2,7.2,1,0,0,0,1,0,0
4287,53,B,29,20,93955,1,0.2,1,131,0,0,1,1,0
4288,54,B,28,42,95207,4,2.5,1,0,0,0,1,1,0
4289,42,A,17,28,94010,1,0.6,3,0,0,0,0,1,0
4290,54,B,28,95,90254,1,1.9,2,0,0,0,1,0,0
4291,66,B,42,95,94596,2,0,3,0,0,0,1,0,0
4292,46,B,21,34,90034,1,0.1,1,124,0,0,1,0,0
4293,63,B,37,191,94131,2,4.3,3,205,0,0,0,0,1
4294,63,A,38,41,90034,2,1.5,1,173,0,0,1,1,0
4295,58,B,34,150,92110,1,7.4,1,481,0,0,1,0,0
4296,65,A,41,91,91360,2,0,3,146,0,0,0,0,0
4297,35,A,9,84,94709,4,2.2,2,0,0,0,1,0,0
4298,33,A,9,73,92110,4,3.4,1,140,0,0,1,0,0
4299,43,A,19,122,93106,1,0.3,1,0,0,0,1,0,0
4300,30,A,5,73,90065,1,2.6,2,133,0,0,1,0,0
4301,61,A,37,20,95973,2,0.3,3,0,0,0,1,0,0
4302,49,B,24,130,92677,4,1.1,1,281,0,1,1,0,1
4303,52,A,27,85,92037,3,3.4,3,0,0,0,0,0,1
4304,45,A,21,134,94550,2,3.3,1,0,0,0,1,1,0
4305,64,A,39,98,95678,3,1.8,2,80,0,0,1,0,0
4306,26,B,1,54,91709,2,1.6,3,0,1,0,0,0,0
4307,35,A,11,41,92123,3,2,1,0,0,0,1,0,0
4308,45,B,19,128,94928,4,6,3,0,0,0,1,0,1
4309,44,A,20,132,94115,3,2.6,1,308,0,0,0,0,1
4310,34,B,8,188,94025,1,2.9,3,0,0,0,1,0,1
4311,65,A,41,170,94143,4,6.1,2,0,0,1,1,1,1
4312,32,A,8,14,90034,3,0.9,3,111,0,0,0,0,0
4313,41,B,15,93,95616,1,2.8,3,0,0,0,1,0,0
4314,52,A,28,79,94596,1,2.7,2,0,0,0,1,1,0
4315,35,B,9,79,94305,4,2.2,2,0,0,0,0,0,0
4316,51,A,26,62,90024,4,1.8,3,119,0,0,1,0,0
4317,30,A,6,95,91950,2,0.2,1,0,1,0,1,0,0
4318,58,B,33,60,92672,4,1.3,3,0,0,0,1,0,0
4319,49,A,23,75,92374,1,1.5,2,0,0,0,0,1,0
4320,63,B,38,85,91320,4,0.1,2,0,0,0,0,1,0
4321,40,A,15,143,94801,1,4.1,1,0,0,0,1,0,0
4322,27,B,0,34,92717,1,2,2,112,0,0,0,1,0
4323,38,B,14,44,91320,2,1.7,1,0,0,0,0,0,0
4324,52,B,28,31,92008,4,0.9,2,151,1,0,1,0,0
4325,49,A,24,13,94538,4,0.8,1,111,0,0,1,0,0
4326,59,B,35,52,95616,4,1.5,1,0,0,0,1,1,0
4327,32,B,8,42,95136,1,0.2,3,102,0,0,1,0,0
4328,30,A,4,102,91775,4,2.1,3,139,0,0,0,1,0
4329,64,A,38,143,95039,2,6.4,3,0,1,1,1,0,1
4330,59,B,33,10,94063,4,0.7,3,0,0,0,1,0,0
4331,62,B,37,44,90401,1,1.1,3,0,0,0,0,0,0
4332,61,B,37,158,94720,2,6,1,306,1,1,1,1,0
4333,53,B,26,12,92672,2,1,2,0,0,0,0,1,0
4334,51,A,26,59,90095,1,1.2,1,139,0,0,1,0,0
4335,55,A,29,92,92130,1,1.9,2,0,0,0,0,0,0
4336,36,B,10,82,94542,2,2.8,1,0,0,0,0,1,0
4337,44,B,19,44,90509,4,0,2,0,0,0,0,0,0
4338,26,A,2,182,93010,2,3.2,2,0,0,0,0,0,1
4339,54,B,30,121,92121,2,0.4,1,0,0,0,1,0,0
4340,35,A,11,38,95518,1,1.7,1,0,0,0,0,1,0
4341,34,B,10,92,90024,2,2.7,1,0,1,1,0,1,0
4342,28,A,3,53,94305,2,1.6,3,0,0,0,0,0,0
4343,32,A,7,45,93611,3,2.3,1,83,1,0,1,0,0
4344,38,A,14,63,95422,1,3.6,2,0,1,0,1,0,0
4345,53,B,28,181,95051,1,8.1,1,0,0,0,1,0,0
4346,26,B,1,184,94608,2,4.2,3,577,0,1,1,1,1
4347,45,A,21,33,94970,3,0.5,1,136,0,1,1,1,0
4348,58,B,33,22,90024,3,0.2,1,0,0,0,1,0,0
4349,59,A,33,99,92093,2,2.7,1,0,0,0,0,0,0
4350,45,A,18,44,90089,3,1,2,193,0,0,0,0,0
4351,64,A,39,101,95134,4,3.4,2,0,0,0,0,1,0
4352,30,A,3,32,94132,1,2,2,0,0,0,1,1,0
4353,40,A,16,59,94305,4,2.67,1,0,0,0,1,0,0
4354,61,A,36,25,94015,2,0.5,2,0,0,0,1,1,0
4355,40,A,16,140,93940,3,5.6,1,0,0,0,0,0,1
4356,40,A,10,29,94720,1,0.75,3,0,0,0,1,0,0
4357,43,A,19,35,90630,1,0.7,1,0,0,0,0,0,0
4358,39,A,14,141,93302,4,6.3,1,0,1,1,1,1,1
4359,35,B,11,75,92672,4,2,3,79,0,0,0,0,0
4360,38,A,12,58,95054,2,2.8,1,0,0,0,1,0,0
4361,67,B,43,41,90024,2,1.1,1,0,0,0,0,0,0
4362,55,A,30,42,93940,2,2,2,196,0,0,0,1,0
4363,28,B,2,55,93940,3,1.1,2,0,0,0,0,0,0
4364,30,A,4,18,93711,4,0.3,2,84,0,0,1,0,0
4365,59,A,35,75,92121,4,2.3,3,0,1,0,0,0,0
4366,26,B,2,85,95020,2,2.5,1,0,0,0,0,0,0
4367,52,A,28,43,90089,4,1.1,2,0,0,0,0,0,0
